Filename,Size,Attributes,Type
F:\Program\Borland\Add\JEDI\jvcl\run\JvRichEditToHtml.pas,7149,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvRollOut.pas,34135,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSAL.pas,16732,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSALCore.pas,11547,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSALHashList.pas,13191,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSALMath.pas,2925,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSchedEvtStore.pas,50309,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvScheduledEvents.pas,39514,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvScreenResolution.pas,2865,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvScreenSaver.pas,2742,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvScrollBar.pas,3222,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvScrollBox.dcu,8522,AC,DCU-fil
F:\Program\Borland\Add\JEDI\jvcl\run\JvScrollBox.pas,5662,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvScrollMax.pas,41648,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvScrollPanel.pas,18713,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvScrollText.pas,11867,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSearchFiles.dcu,26049,AC,DCU-fil
F:\Program\Borland\Add\JEDI\jvcl\run\JvSearchFiles.pas,33561,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSecretPanel.pas,20109,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSegmentedLEDDisplay.pas,57919,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSegmentedLEDDisplayMapperFrame.dfm,3909,AC,DFM-fil
F:\Program\Borland\Add\JEDI\jvcl\run\JvSegmentedLEDDisplayMapperFrame.pas,13854,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSelectDirectory.pas,2682,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSerialMaker.pas,2945,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvShape.pas,3470,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvShapedButton.pas,76253,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvShellHook.pas,11427,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSHFileOperation.pas,8750,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSimIndicator.pas,4194,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSimLogic.pas,69411,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSimPID.pas,7878,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSimPIDLinker.pas,3172,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSimpleXml.dcu,70989,AC,DCU-fil
F:\Program\Borland\Add\JEDI\jvcl\run\JvSimpleXml.pas,80949,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSimScope.pas,12678,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSLDMappingEditorDialog.dfm,3186,AC,DFM-fil
F:\Program\Borland\Add\JEDI\jvcl\run\JvSLDMappingEditorDialog.pas,4090,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSlider.pas,10106,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSoundControl.pas,7376,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSpacer.pas,2933,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSpecialImage.pas,8096,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSpecialProgress.pas,20606,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSpeedbar.pas,88894,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSpeedbarSetupForm.dfm,4303,AC,DFM-fil
F:\Program\Borland\Add\JEDI\jvcl\run\JvSpeedbarSetupForm.pas,12007,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSpeedButton.dcu,76499,AC,DCU-fil
F:\Program\Borland\Add\JEDI\jvcl\run\JvSpeedButton.pas,80468,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSpellChecker.pas,17646,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSpellerForm.dfm,2449,AC,DFM-fil
F:\Program\Borland\Add\JEDI\jvcl\run\JvSpellerForm.pas,11724,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSpellerForm.xfm,2469,AC,XFM-fil
F:\Program\Borland\Add\JEDI\jvcl\run\JvSpellIntf.pas,5028,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSpin.pas,63605,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSplashWindow.pas,5945,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSplit.pas,18277,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSplitter.pas,3804,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvStarfield.pas,5238,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvStartMenuButton.pas,6714,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvStaticText.pas,15086,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvStatusBar.dcu,9285,AC,DCU-fil
F:\Program\Borland\Add\JEDI\jvcl\run\JvStatusBar.pas,10043,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSticker.pas,9141,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvStringGrid.pas,31379,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvStringHolder.pas,20439,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvStringListToHtml.pas,4663,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvStrings.pas,60758,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvStrToHtml.pas,7586,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSwitch.pas,12580,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSyncSplitter.pas,3807,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSystemColors.pas,9638,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvSystemPopup.pas,15987,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvTabControl.pas,3297,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvTextListBox.pas,4661,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvTFAlarm.pas,9632,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvTFDays.pas,420548,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvTFGantt.pas,16518,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvTFGlance.pas,112922,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvTFGlanceTextViewer.pas,37944,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvTFManager.pas,148362,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvTFMonths.pas,15120,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvTFSparseMatrix.pas,6628,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvTFUtils.pas,17743,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvTFWeeks.pas,13490,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvThemes.dcu,7361,AC,DCU-fil
F:\Program\Borland\Add\JEDI\jvcl\run\JvThemes.pas,84206,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvThread.pas,8392,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvThreadTimer.pas,8476,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvThumbImage.dcu,22107,AC,DCU-fil
F:\Program\Borland\Add\JEDI\jvcl\run\JvThumbImage.pas,28625,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvThumbNails.dcu,21454,AC,DCU-fil
F:\Program\Borland\Add\JEDI\jvcl\run\JvThumbnails.pas,18636,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvThumbViews.dcu,35806,AC,DCU-fil
F:\Program\Borland\Add\JEDI\jvcl\run\JvThumbViews.pas,36274,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvTimeLimit.pas,2055,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvTimeLine.pas,79214,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvTimer.pas,6443,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvTimerList.pas,17105,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvTipOfDay.pas,21311,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvTMTimeLine.pas,38481,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvToolBar.pas,10369,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvToolEdit.dcu,128132,AC,DCU-fil
F:\Program\Borland\Add\JEDI\jvcl\run\JvToolEdit.pas,112523,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvTracker.pas,19089,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvTranslator.pas,25244,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvTransparentButton.pas,43343,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvTransparentPanel.pas,3844,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvTrayIcon.pas,24726,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvTurtle.pas,49571,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvTypes.dcu,18184,AC,DCU-fil
F:\Program\Borland\Add\JEDI\jvcl\run\JvTypes.pas,22488,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvUIB.pas,92753,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvUIBase.pas,208441,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvUIBConst.pas,17805,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvUIBDataSet.pas,25118,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvUIBError.pas,96582,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvUIBLib.pas,175846,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvUIBMetaData.pas,89031,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvUIBObj.pas,24748,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvUIBSQLParser.pas,954016,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvUIBSrv.pas,9063,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvUnicodeCanvas.pas,6119,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvUnicodeEditor.pas,71511,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvUnicodeHLEditor.pas,54825,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvUninstallControls.pas,15011,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvUpDown.pas,16671,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvUrlGrabbers.pas,31846,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvUrlListGrabber.pas,8547,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvValidateEdit.dcu,41329,AC,DCU-fil
F:\Program\Borland\Add\JEDI\jvcl\run\JvValidateEdit.pas,33995,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvValidators.pas,25333,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvVersionInfo.pas,12045,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvVigenereCipher.pas,4535,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvVirtualKeySelectionFrame.dfm,941,AC,DFM-fil
F:\Program\Borland\Add\JEDI\jvcl\run\JvVirtualKeySelectionFrame.pas,9013,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvWaitingGradient.pas,7801,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvWaitingProgress.pas,5727,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvWallpaperEditForm.dfm,1802,AC,DFM-fil
F:\Program\Borland\Add\JEDI\jvcl\run\JvWallpaperEditForm.pas,4301,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvWallpaperEditForm.xfm,2397,AC,XFM-fil
F:\Program\Borland\Add\JEDI\jvcl\run\JvWavePlayer.pas,4017,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvWinampLabel.pas,11434,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvWinDialogs.pas,59069,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvWinHelp.pas,5705,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvWizard.pas,109775,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvWizardCommon.pas,9153,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvWizardPaths.pas,8273,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvWizardRouteMapNodes.pas,11954,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvWizardRouteMapSteps.pas,10836,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvWndProcHook.pas,29257,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvxCheckListBox.pas,55549,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvXmlDatabase.pas,40443,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvXmlTree.pas,43603,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvXorCipher.pas,3429,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvXPBar.pas,44803,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvXPButtons.pas,19474,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvXPCheckCtrls.pas,8255,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvXPContainer.pas,12602,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvXPCore.pas,26429,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvXPCoreUtils.pas,12282,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvxSlider.pas,37060,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvYearGrid.pas,26215,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvYearGridEditForm.dfm,1644,AC,DFM-fil
F:\Program\Borland\Add\JEDI\jvcl\run\JvYearGridEditForm.pas,2430,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvYearGridEditForm.xfm,1788,AC,XFM-fil
F:\Program\Borland\Add\JEDI\jvcl\run\JvZlibMultiple.pas,12140,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\JvZoom.pas,7913,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\Kopia av JvButton.pas,20246,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\QWinCursors.pas,16820,AC,Delphi Source File
F:\Program\Borland\Add\JEDI\jvcl\run\run.txt,0,AC,Textdokument
